mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5845647335052491,0.017363254520984868,0.016556596755981444,0.003004855189123912,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.9246376811594202,0.9011627906976745,0.9127906976744186,0.9156976744186046,0.9186046511627907,0.9145786990225817,0.0077695181730238995,1
1.2465770721435547,0.05845071317173388,0.02468118667602539,0.0016673647938194684,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9130434782608695,0.9011627906976745,0.9156976744186046,0.9011627906976745,0.9098837209302325,0.9081900910010111,0.006025835346406104,20
2.3697268962860107,0.12257358702069142,0.04347085952758789,0.0022306109960461193,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.9159420289855073,0.9040697674418605,0.9186046511627907,0.9040697674418605,0.9098837209302325,0.9105139871924501,0.0059728661986890265,8
0.5812039375305176,0.04064882986929678,0.014257669448852539,0.0013676292048374068,10,5,50,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.9246376811594202,0.9098837209302325,0.8982558139534884,0.9011627906976745,0.9098837209302325,0.9087647455342097,0.009194364116575865,19
1.1486205101013183,0.053276847891755436,0.022883129119873048,0.0008033315300482512,10,5,100,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.9217391304347826,0.9011627906976745,0.9127906976744186,0.8982558139534884,0.9069767441860465,0.9081850353892822,0.008417683102241889,21
2.22334508895874,0.08930324776231519,0.046339893341064455,0.004121687599326434,10,5,200,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.9159420289855073,0.8982558139534884,0.9098837209302325,0.8982558139534884,0.9040697674418605,0.9052814290529154,0.006855890027663709,25
0.5718703269958496,0.030480033261477395,0.013451814651489258,0.0013701572442122556,10,10,50,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.9217391304347826,0.8953488372093024,0.9040697674418605,0.9156976744186046,0.9040697674418605,0.9081850353892822,0.009367946220610232,21
1.1806604862213135,0.04887160003475426,0.022968864440917967,0.0011964886073781336,10,10,100,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.9159420289855073,0.9040697674418605,0.9127906976744186,0.9098837209302325,0.9069767441860465,0.9099325918436131,0.004180771158749627,9
2.5471541404724123,0.28071198405426484,0.05201091766357422,0.008381888819372817,10,10,200,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.9188405797101449,0.8982558139534884,0.9127906976744186,0.9098837209302325,0.9040697674418605,0.908768115942029,0.0070917309081884325,16
0.6405668258666992,0.04676416942302027,0.015507221221923828,0.0016800851091609474,20,2,50,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 50}",0.9217391304347826,0.9011627906976745,0.9011627906976745,0.9215116279069767,0.9127906976744186,0.9116734074823054,0.009168465819760357,6
1.3209940433502196,0.11341125404082186,0.03696684837341309,0.009926096844808354,20,2,100,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100}",0.9159420289855073,0.9069767441860465,0.9127906976744186,0.9098837209302325,0.9156976744186046,0.912258173238962,0.0034413968212889047,4
3.011257028579712,0.42217442834566415,0.060081100463867186,0.011955734114364222,20,2,200,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 200}",0.9217391304347826,0.9040697674418605,0.9040697674418605,0.9069767441860465,0.9127906976744186,0.9099292214357938,0.0067088824844817214,10
0.7050211429595947,0.14419798761685776,0.015298414230346679,0.002613746350436811,20,5,50,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 50}",0.9159420289855073,0.8924418604651163,0.9011627906976745,0.9127906976744186,0.9011627906976745,0.9047000337040781,0.008568877274389479,26
1.5366427421569824,0.28165284097736343,0.03614134788513183,0.014739212403626077,20,5,100,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.9246376811594202,0.8982558139534884,0.9011627906976745,0.9156976744186046,0.9069767441860465,0.909346140883047,0.009692778700103951,12
2.7350645542144774,0.4093940753992548,0.04739503860473633,0.004534838051202481,20,5,200,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 200}",0.9246376811594202,0.9040697674418605,0.9040697674418605,0.9069767441860465,0.9069767441860465,0.9093461408830468,0.0077555079630050715,14
1.0785102367401123,0.07128903511710168,0.024454593658447266,0.01482258602837972,20,10,50,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 50}",0.927536231884058,0.9098837209302325,0.9040697674418605,0.9069767441860465,0.9156976744186046,0.9128328277721603,0.008296741664901275,2
1.7210904121398927,0.2640369478407599,0.031359100341796876,0.008904172533619338,20,10,100,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 100}",0.9188405797101449,0.9011627906976745,0.9098837209302325,0.9069767441860465,0.9069767441860465,0.908768115942029,0.005778548233914673,16
2.642268514633179,0.3671108810472548,0.04570746421813965,0.0034111472460731304,20,10,200,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 200}",0.9188405797101449,0.8982558139534884,0.9098837209302325,0.9069767441860465,0.9040697674418605,0.9076053252443546,0.006807799560976547,23
0.6420735836029052,0.10853749351586603,0.014047527313232422,0.0009556982926715338,,2,50,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 50}",0.9217391304347826,0.9011627906976745,0.9011627906976745,0.9215116279069767,0.9127906976744186,0.9116734074823054,0.009168465819760357,6
1.2726026058197022,0.15317147414019305,0.024275732040405274,0.0033519574775190413,,2,100,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",0.9159420289855073,0.9069767441860465,0.9127906976744186,0.9098837209302325,0.9156976744186046,0.912258173238962,0.0034413968212889047,4
2.476243019104004,0.18882648284394196,0.06283450126647949,0.008547649183794751,,2,200,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",0.9217391304347826,0.9040697674418605,0.9040697674418605,0.9069767441860465,0.9127906976744186,0.9099292214357938,0.0067088824844817214,10
0.6340928077697754,0.06589404404559283,0.01562609672546387,0.003787804808439499,,5,50,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 50}",0.9159420289855073,0.8924418604651163,0.9011627906976745,0.9127906976744186,0.9011627906976745,0.9047000337040781,0.008568877274389479,26
1.3355578899383544,0.1504277840292569,0.026579904556274413,0.0049468869668430684,,5,100,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",0.9246376811594202,0.8982558139534884,0.9011627906976745,0.9156976744186046,0.9069767441860465,0.909346140883047,0.009692778700103951,12
2.9542046546936036,0.3010693695192278,0.05623784065246582,0.01813832746814641,,5,200,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 200}",0.9246376811594202,0.9040697674418605,0.9040697674418605,0.9069767441860465,0.9069767441860465,0.9093461408830468,0.0077555079630050715,14
0.6686816215515137,0.056790010756603136,0.019454097747802733,0.007909152422068948,,10,50,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 50}",0.927536231884058,0.9098837209302325,0.9040697674418605,0.9069767441860465,0.9156976744186046,0.9128328277721603,0.008296741664901275,2
